Year,Industry,Sector,Value,Country,Metric
2027,Food,Meat Substitutes,-,Country_El Salvador,Volume M Liters
2027,Food,Oils and Fats,-,Country_El Salvador,Volume M Liters
2027,Food,Other Canned food,-,Country_El Salvador,Volume M Liters
2027,Food,Other Dried food,-,Country_El Salvador,Volume M Liters
2027,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Liters
2027,Food,Pasta & Noodles,-,Country_El Salvador,Volume M Liters
2027,Food,Prepared Meals,-,Country_El Salvador,Volume M Liters
2027,Food,Savory & Deli Foods,-,Country_El Salvador,Volume M Liters
2027,Food,Savory Snacks,-,Country_El Salvador,Volume M Liters
2027,Food,"Seasonings, Dressings & Sauces",-,Country_El Salvador,Volume M Liters
2027,Food,Soups,-,Country_El Salvador,Volume M Liters
2027,Food,Syrups & Spreads,-,Country_El Salvador,Volume M Liters
2027,Fresh Food,Fruits & Vegetables,-,Country_El Salvador,Volume M Liters
2027,Household Products,Household Products,18.16386655355796,Country_El Salvador,Volume M Liters
2027,Non-Alcoholic Beverages,Hot Drinks,842.4353668501591,Country_El Salvador,Volume M Liters
2027,Non-Alcoholic Beverages,Soft Drinks,1956.4994941959994,Country_El Salvador,Volume M Liters
2028,Alcoholic Beverages,Beer & Cider,161.45874201099997,Country_El Salvador,Volume M Liters
2028,Alcoholic Beverages,Spirits,22.33195982840264,Country_El Salvador,Volume M Liters
2028,Alcoholic Beverages,Wines,2.1549732948578,Country_El Salvador,Volume M Liters
2028,Food,Bakery & Cereals,-,Country_El Salvador,Volume M Liters
2028,Food,Beans & Pulses,-,Country_El Salvador,Volume M Liters
2028,Food,Confectionery,-,Country_El Salvador,Volume M Liters
2028,Food,Dairy & Soy Food,206.4534420208706,Country_El Salvador,Volume M Liters
2028,Food,Fish & Seafood,-,Country_El Salvador,Volume M Liters
2028,Food,Ice Cream,-,Country_El Salvador,Volume M Liters
2028,Food,Meat,-,Country_El Salvador,Volume M Liters
2028,Food,Meat Substitutes,-,Country_El Salvador,Volume M Liters
2028,Food,Oils and Fats,-,Country_El Salvador,Volume M Liters
2028,Food,Other Canned food,-,Country_El Salvador,Volume M Liters
2028,Food,Other Dried food,-,Country_El Salvador,Volume M Liters
2028,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Liters
2028,Food,Pasta & Noodles,-,Country_El Salvador,Volume M Liters
2028,Food,Prepared Meals,-,Country_El Salvador,Volume M Liters
2028,Food,Savory & Deli Foods,-,Country_El Salvador,Volume M Liters
2028,Food,Savory Snacks,-,Country_El Salvador,Volume M Liters
2028,Food,"Seasonings, Dressings & Sauces",-,Country_El Salvador,Volume M Liters
2028,Food,Soups,-,Country_El Salvador,Volume M Liters
2028,Food,Syrups & Spreads,-,Country_El Salvador,Volume M Liters
2028,Fresh Food,Fruits & Vegetables,-,Country_El Salvador,Volume M Liters
2028,Household Products,Household Products,18.26610854294466,Country_El Salvador,Volume M Liters
2028,Non-Alcoholic Beverages,Hot Drinks,852.3825545166708,Country_El Salvador,Volume M Liters
2028,Non-Alcoholic Beverages,Soft Drinks,1987.551529904999,Country_El Salvador,Volume M Liters
2024,Alcoholic Beverages,Beer & Cider,-,Country_El Salvador,Volume M Kilograms
2024,Alcoholic Beverages,Spirits,-,Country_El Salvador,Volume M Kilograms
2024,Alcoholic Beverages,Wines,-,Country_El Salvador,Volume M Kilograms
2024,Food,Bakery & Cereals,202.86122772729237,Country_El Salvador,Volume M Kilograms
2024,Food,Beans & Pulses,23.85565911198209,Country_El Salvador,Volume M Kilograms
2024,Food,Confectionery,13.43103971087721,Country_El Salvador,Volume M Kilograms
2024,Food,Dairy & Soy Food,119.71102654810525,Country_El Salvador,Volume M Kilograms
2024,Food,Fish & Seafood,24.04472986628845,Country_El Salvador,Volume M Kilograms
2024,Food,Ice Cream,6.55039918517166,Country_El Salvador,Volume M Kilograms
2024,Food,Meat,104.29747049961749,Country_El Salvador,Volume M Kilograms
2024,Food,Meat Substitutes,0.33697033210364,Country_El Salvador,Volume M Kilograms
2024,Food,Oils and Fats,23.16261056163747,Country_El Salvador,Volume M Kilograms
2024,Food,Other Canned food,1.36700053773835,Country_El Salvador,Volume M Kilograms
2024,Food,Other Dried food,-,Country_El Salvador,Volume M Kilograms
2024,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Kilograms
2024,Food,Pasta & Noodles,6.68464646818,Country_El Salvador,Volume M Kilograms
2024,Food,Prepared Meals,0.11261566968945,Country_El Salvador,Volume M Kilograms
2024,Food,Savory & Deli Foods,7.82044319833233,Country_El Salvador,Volume M Kilograms
2024,Food,Savory Snacks,16.00546269989046,Country_El Salvador,Volume M Kilograms
2024,Food,"Seasonings, Dressings & Sauces",21.48284064477136,Country_El Salvador,Volume M Kilograms
2024,Food,Soups,5.64002036549486,Country_El Salvador,Volume M Kilograms
2024,Food,Syrups & Spreads,6.34338610623395,Country_El Salvador,Volume M Kilograms
2024,Fresh Food,Fruits & Vegetables,815.3735909434251,Country_El Salvador,Volume M Kilograms
2024,Household Products,Household Products,7.8968938574951,Country_El Salvador,Volume M Kilograms
2024,Non-Alcoholic Beverages,Hot Drinks,16.14003682625637,Country_El Salvador,Volume M Kilograms
2024,Non-Alcoholic Beverages,Soft Drinks,-,Country_El Salvador,Volume M Kilograms
2025,Alcoholic Beverages,Beer & Cider,-,Country_El Salvador,Volume M Kilograms
2025,Alcoholic Beverages,Spirits,-,Country_El Salvador,Volume M Kilograms
2025,Alcoholic Beverages,Wines,-,Country_El Salvador,Volume M Kilograms
2025,Food,Bakery & Cereals,209.17889079446198,Country_El Salvador,Volume M Kilograms
2025,Food,Beans & Pulses,24.7572815041451,Country_El Salvador,Volume M Kilograms
2025,Food,Confectionery,13.71955392290011,Country_El Salvador,Volume M Kilograms
2025,Food,Dairy & Soy Food,119.96359969414277,Country_El Salvador,Volume M Kilograms
2025,Food,Fish & Seafood,24.62870030950575,Country_El Salvador,Volume M Kilograms
2025,Food,Ice Cream,6.64867743379495,Country_El Salvador,Volume M Kilograms
2025,Food,Meat,111.39352484633429,Country_El Salvador,Volume M Kilograms
2025,Food,Meat Substitutes,0.3442937951805,Country_El Salvador,Volume M Kilograms
2025,Food,Oils and Fats,24.16675745100687,Country_El Salvador,Volume M Kilograms
2025,Food,Other Canned food,1.45162992211017,Country_El Salvador,Volume M Kilograms
2025,Food,Other Dried food,-,Country_El Salvador,Volume M Kilograms
2025,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Kilograms
2025,Food,Pasta & Noodles,6.98357216014834,Country_El Salvador,Volume M Kilograms
2025,Food,Prepared Meals,0.11420842604917,Country_El Salvador,Volume M Kilograms
2025,Food,Savory & Deli Foods,8.00632615051215,Country_El Salvador,Volume M Kilograms
2025,Food,Savory Snacks,16.29586732840639,Country_El Salvador,Volume M Kilograms
2025,Food,"Seasonings, Dressings & Sauces",22.69818493319873,Country_El Salvador,Volume M Kilograms
2025,Food,Soups,5.86786325830331,Country_El Salvador,Volume M Kilograms
2025,Food,Syrups & Spreads,6.45805738978072,Country_El Salvador,Volume M Kilograms
2025,Fresh Food,Fruits & Vegetables,814.2325997008767,Country_El Salvador,Volume M Kilograms
2025,Household Products,Household Products,7.95040770548961,Country_El Salvador,Volume M Kilograms
2025,Non-Alcoholic Beverages,Hot Drinks,16.4254901273,Country_El Salvador,Volume M Kilograms
2025,Non-Alcoholic Beverages,Soft Drinks,-,Country_El Salvador,Volume M Kilograms
2026,Alcoholic Beverages,Beer & Cider,-,Country_El Salvador,Volume M Kilograms
2026,Alcoholic Beverages,Spirits,-,Country_El Salvador,Volume M Kilograms
2026,Alcoholic Beverages,Wines,-,Country_El Salvador,Volume M Kilograms
2026,Food,Bakery & Cereals,210.95136591956742,Country_El Salvador,Volume M Kilograms
2026,Food,Beans & Pulses,25.10923208049837,Country_El Salvador,Volume M Kilograms
2026,Food,Confectionery,13.97888270372103,Country_El Salvador,Volume M Kilograms
2026,Food,Dairy & Soy Food,120.44237450054165,Country_El Salvador,Volume M Kilograms
2026,Food,Fish & Seafood,24.91081442031178,Country_El Salvador,Volume M Kilograms
2026,Food,Ice Cream,6.7511996715705,Country_El Salvador,Volume M Kilograms
2026,Food,Meat,113.5789861622768,Country_El Salvador,Volume M Kilograms
2026,Food,Meat Substitutes,0.35057967121342,Country_El Salvador,Volume M Kilograms
2026,Food,Oils and Fats,24.3435087631174,Country_El Salvador,Volume M Kilograms
2026,Food,Other Canned food,1.4755200598475,Country_El Salvador,Volume M Kilograms
2026,Food,Other Dried food,-,Country_El Salvador,Volume M Kilograms
2026,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Kilograms
2026,Food,Pasta & Noodles,7.12162807773175,Country_El Salvador,Volume M Kilograms
2026,Food,Prepared Meals,0.11568688720578,Country_El Salvador,Volume M Kilograms
2026,Food,Savory & Deli Foods,8.06431503367183,Country_El Salvador,Volume M Kilograms
2026,Food,Savory Snacks,16.63603239886015,Country_El Salvador,Volume M Kilograms
2026,Food,"Seasonings, Dressings & Sauces",23.12090864742222,Country_El Salvador,Volume M Kilograms
2026,Food,Soups,6.03157152223541,Country_El Salvador,Volume M Kilograms
2026,Food,Syrups & Spreads,6.55687404817951,Country_El Salvador,Volume M Kilograms
2026,Fresh Food,Fruits & Vegetables,812.8768349873197,Country_El Salvador,Volume M Kilograms
2026,Household Products,Household Products,7.98361841732548,Country_El Salvador,Volume M Kilograms
2026,Non-Alcoholic Beverages,Hot Drinks,16.71222626723635,Country_El Salvador,Volume M Kilograms
2026,Non-Alcoholic Beverages,Soft Drinks,-,Country_El Salvador,Volume M Kilograms
2027,Alcoholic Beverages,Beer & Cider,-,Country_El Salvador,Volume M Kilograms
2027,Alcoholic Beverages,Spirits,-,Country_El Salvador,Volume M Kilograms
2027,Alcoholic Beverages,Wines,-,Country_El Salvador,Volume M Kilograms
2027,Food,Bakery & Cereals,213.59019155521221,Country_El Salvador,Volume M Kilograms
2027,Food,Beans & Pulses,25.42918677421901,Country_El Salvador,Volume M Kilograms
2027,Food,Confectionery,14.24669603097017,Country_El Salvador,Volume M Kilograms
2027,Food,Dairy & Soy Food,120.96218348684225,Country_El Salvador,Volume M Kilograms
2027,Food,Fish & Seafood,25.24244842153601,Country_El Salvador,Volume M Kilograms
2027,Food,Ice Cream,6.85103146195632,Country_El Salvador,Volume M Kilograms
2027,Food,Meat,116.72920775807039,Country_El Salvador,Volume M Kilograms
2027,Food,Meat Substitutes,0.35699960907476,Country_El Salvador,Volume M Kilograms
2027,Food,Oils and Fats,24.73809113769584,Country_El Salvador,Volume M Kilograms
2027,Food,Other Canned food,1.49791733794653,Country_El Salvador,Volume M Kilograms
2027,Food,Other Dried food,-,Country_El Salvador,Volume M Kilograms
2027,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Kilograms
2027,Food,Pasta & Noodles,7.26580508537152,Country_El Salvador,Volume M Kilograms
2027,Food,Prepared Meals,0.11709976820805,Country_El Salvador,Volume M Kilograms
2027,Food,Savory & Deli Foods,8.15033021480295,Country_El Salvador,Volume M Kilograms
2027,Food,Savory Snacks,17.02744207532754,Country_El Salvador,Volume M Kilograms
2027,Food,"Seasonings, Dressings & Sauces",23.52427340591746,Country_El Salvador,Volume M Kilograms
2027,Food,Soups,6.199511269677,Country_El Salvador,Volume M Kilograms
2027,Food,Syrups & Spreads,6.6576688308443,Country_El Salvador,Volume M Kilograms
2027,Fresh Food,Fruits & Vegetables,813.0760835506306,Country_El Salvador,Volume M Kilograms
2027,Household Products,Household Products,8.01835339109788,Country_El Salvador,Volume M Kilograms
2027,Non-Alcoholic Beverages,Hot Drinks,16.94746487785169,Country_El Salvador,Volume M Kilograms
2027,Non-Alcoholic Beverages,Soft Drinks,-,Country_El Salvador,Volume M Kilograms
2028,Alcoholic Beverages,Beer & Cider,-,Country_El Salvador,Volume M Kilograms
2028,Alcoholic Beverages,Spirits,-,Country_El Salvador,Volume M Kilograms
2028,Alcoholic Beverages,Wines,-,Country_El Salvador,Volume M Kilograms
2028,Food,Bakery & Cereals,216.03289523894352,Country_El Salvador,Volume M Kilograms
2028,Food,Beans & Pulses,25.7282683004647,Country_El Salvador,Volume M Kilograms
2028,Food,Confectionery,14.49784699510096,Country_El Salvador,Volume M Kilograms
2028,Food,Dairy & Soy Food,121.60683848920851,Country_El Salvador,Volume M Kilograms
2028,Food,Fish & Seafood,25.56387051168325,Country_El Salvador,Volume M Kilograms
2028,Food,Ice Cream,6.9592284938128,Country_El Salvador,Volume M Kilograms
2028,Food,Meat,119.82560064851894,Country_El Salvador,Volume M Kilograms
2028,Food,Meat Substitutes,0.36295354276673,Country_El Salvador,Volume M Kilograms
2028,Food,Oils and Fats,25.10013953735196,Country_El Salvador,Volume M Kilograms
2028,Food,Other Canned food,1.51957685239067,Country_El Salvador,Volume M Kilograms
2028,Food,Other Dried food,-,Country_El Salvador,Volume M Kilograms
2028,Food,Other Frozen Foods,-,Country_El Salvador,Volume M Kilograms
2028,Food,Pasta & Noodles,7.3938236302859,Country_El Salvador,Volume M Kilograms
2028,Food,Prepared Meals,0.1184180161918,Country_El Salvador,Volume M Kilograms
2028,Food,Savory & Deli Foods,8.22924406820064,Country_El Salvador,Volume M Kilograms
2028,Food,Savory Snacks,17.4821528144876,Country_El Salvador,Volume M Kilograms
2028,Food,"Seasonings, Dressings & Sauces",23.89440066727835,Country_El Salvador,Volume M Kilograms
2028,Food,Soups,6.38304125816558,Country_El Salvador,Volume M Kilograms
2028,Food,Syrups & Spreads,6.75512003656162,Country_El Salvador,Volume M Kilograms
2028,Fresh Food,Fruits & Vegetables,811.8233303973091,Country_El Salvador,Volume M Kilograms
2028,Household Products,Household Products,8.05149233341288,Country_El Salvador,Volume M Kilograms
2028,Non-Alcoholic Beverages,Hot Drinks,17.17418554964173,Country_El Salvador,Volume M Kilograms
2028,Non-Alcoholic Beverages,Soft Drinks,-,Country_El Salvador,Volume M Kilograms
2024,Alcoholic Beverages,Beer & Cider,588.4473645412012,Country_Guatemala,Volume M Liters
2024,Alcoholic Beverages,Spirits,24.63154715533612,Country_Guatemala,Volume M Liters
2024,Alcoholic Beverages,Wines,3.5990196133991,Country_Guatemala,Volume M Liters
2024,Food,Bakery & Cereals,-,Country_Guatemala,Volume M Liters
2024,Food,Beans & Pulses,-,Country_Guatemala,Volume M Liters
2024,Food,Confectionery,-,Country_Guatemala,Volume M Liters
2024,Food,Dairy & Soy Food,519.5223557805688,Country_Guatemala,Volume M Liters
2024,Food,Fish & Seafood,-,Country_Guatemala,Volume M Liters
2024,Food,Ice Cream,-,Country_Guatemala,Volume M Liters
2024,Food,Meat,-,Country_Guatemala,Volume M Liters
2024,Food,Meat Substitutes,-,Country_Guatemala,Volume M Liters
2024,Food,Oils and Fats,-,Country_Guatemala,Volume M Liters
2024,Food,Other Canned food,-,Country_Guatemala,Volume M Liters
2024,Food,Other Dried food,-,Country_Guatemala,Volume M Liters
2024,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Liters
2024,Food,Pasta & Noodles,-,Country_Guatemala,Volume M Liters
2024,Food,Prepared Meals,-,Country_Guatemala,Volume M Liters
2024,Food,Savory & Deli Foods,-,Country_Guatemala,Volume M Liters
2024,Food,Savory Snacks,-,Country_Guatemala,Volume M Liters
2024,Food,"Seasonings, Dressings & Sauces",-,Country_Guatemala,Volume M Liters
2024,Food,Soups,-,Country_Guatemala,Volume M Liters
2024,Food,Syrups & Spreads,-,Country_Guatemala,Volume M Liters
2024,Fresh Food,Fruits & Vegetables,-,Country_Guatemala,Volume M Liters
2024,Household Products,Household Products,68.72802430963377,Country_Guatemala,Volume M Liters
2024,Non-Alcoholic Beverages,Hot Drinks,1668.9805874519482,Country_Guatemala,Volume M Liters
2024,Non-Alcoholic Beverages,Soft Drinks,3876.58473091812,Country_Guatemala,Volume M Liters
2025,Alcoholic Beverages,Beer & Cider,602.5643140010002,Country_Guatemala,Volume M Liters
2025,Alcoholic Beverages,Spirits,25.26978713448214,Country_Guatemala,Volume M Liters
2025,Alcoholic Beverages,Wines,3.71377929604141,Country_Guatemala,Volume M Liters
2025,Food,Bakery & Cereals,-,Country_Guatemala,Volume M Liters
2025,Food,Beans & Pulses,-,Country_Guatemala,Volume M Liters
2025,Food,Confectionery,-,Country_Guatemala,Volume M Liters
2025,Food,Dairy & Soy Food,520.2674438446679,Country_Guatemala,Volume M Liters
2025,Food,Fish & Seafood,-,Country_Guatemala,Volume M Liters
2025,Food,Ice Cream,-,Country_Guatemala,Volume M Liters
2025,Food,Meat,-,Country_Guatemala,Volume M Liters
2025,Food,Meat Substitutes,-,Country_Guatemala,Volume M Liters
2025,Food,Oils and Fats,-,Country_Guatemala,Volume M Liters
2025,Food,Other Canned food,-,Country_Guatemala,Volume M Liters
2025,Food,Other Dried food,-,Country_Guatemala,Volume M Liters
2025,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Liters
2025,Food,Pasta & Noodles,-,Country_Guatemala,Volume M Liters
2025,Food,Prepared Meals,-,Country_Guatemala,Volume M Liters
2025,Food,Savory & Deli Foods,-,Country_Guatemala,Volume M Liters
2025,Food,Savory Snacks,-,Country_Guatemala,Volume M Liters
2025,Food,"Seasonings, Dressings & Sauces",-,Country_Guatemala,Volume M Liters
2025,Food,Soups,-,Country_Guatemala,Volume M Liters
2025,Food,Syrups & Spreads,-,Country_Guatemala,Volume M Liters
2025,Fresh Food,Fruits & Vegetables,-,Country_Guatemala,Volume M Liters
2025,Household Products,Household Products,69.03349779740599,Country_Guatemala,Volume M Liters
2025,Non-Alcoholic Beverages,Hot Drinks,1697.1519667337932,Country_Guatemala,Volume M Liters
2025,Non-Alcoholic Beverages,Soft Drinks,4038.958573225996,Country_Guatemala,Volume M Liters
2026,Alcoholic Beverages,Beer & Cider,617.6225450000002,Country_Guatemala,Volume M Liters
2026,Alcoholic Beverages,Spirits,26.03999909294446,Country_Guatemala,Volume M Liters
2026,Alcoholic Beverages,Wines,3.81713788287767,Country_Guatemala,Volume M Liters
2026,Food,Bakery & Cereals,-,Country_Guatemala,Volume M Liters
2026,Food,Beans & Pulses,-,Country_Guatemala,Volume M Liters
2026,Food,Confectionery,-,Country_Guatemala,Volume M Liters
2026,Food,Dairy & Soy Food,520.8011141055091,Country_Guatemala,Volume M Liters
2026,Food,Fish & Seafood,-,Country_Guatemala,Volume M Liters
2026,Food,Ice Cream,-,Country_Guatemala,Volume M Liters
2026,Food,Meat,-,Country_Guatemala,Volume M Liters
2026,Food,Meat Substitutes,-,Country_Guatemala,Volume M Liters
2026,Food,Oils and Fats,-,Country_Guatemala,Volume M Liters
2026,Food,Other Canned food,-,Country_Guatemala,Volume M Liters
2026,Food,Other Dried food,-,Country_Guatemala,Volume M Liters
2026,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Liters
2026,Food,Pasta & Noodles,-,Country_Guatemala,Volume M Liters
2026,Food,Prepared Meals,-,Country_Guatemala,Volume M Liters
2026,Food,Savory & Deli Foods,-,Country_Guatemala,Volume M Liters
2026,Food,Savory Snacks,-,Country_Guatemala,Volume M Liters
2026,Food,"Seasonings, Dressings & Sauces",-,Country_Guatemala,Volume M Liters
2026,Food,Soups,-,Country_Guatemala,Volume M Liters
2026,Food,Syrups & Spreads,-,Country_Guatemala,Volume M Liters
2026,Fresh Food,Fruits & Vegetables,-,Country_Guatemala,Volume M Liters
2026,Household Products,Household Products,69.33477750485865,Country_Guatemala,Volume M Liters
2026,Non-Alcoholic Beverages,Hot Drinks,1739.8879242655637,Country_Guatemala,Volume M Liters
2026,Non-Alcoholic Beverages,Soft Drinks,4219.274538980003,Country_Guatemala,Volume M Liters
2027,Alcoholic Beverages,Beer & Cider,629.9701600000004,Country_Guatemala,Volume M Liters
2027,Alcoholic Beverages,Spirits,26.81175996884648,Country_Guatemala,Volume M Liters
2027,Alcoholic Beverages,Wines,3.91051921959659,Country_Guatemala,Volume M Liters
2027,Food,Bakery & Cereals,-,Country_Guatemala,Volume M Liters
2027,Food,Beans & Pulses,-,Country_Guatemala,Volume M Liters
2027,Food,Confectionery,-,Country_Guatemala,Volume M Liters
2027,Food,Dairy & Soy Food,521.1850956183962,Country_Guatemala,Volume M Liters
2027,Food,Fish & Seafood,-,Country_Guatemala,Volume M Liters
2027,Food,Ice Cream,-,Country_Guatemala,Volume M Liters
2027,Food,Meat,-,Country_Guatemala,Volume M Liters
2027,Food,Meat Substitutes,-,Country_Guatemala,Volume M Liters
2027,Food,Oils and Fats,-,Country_Guatemala,Volume M Liters
2027,Food,Other Canned food,-,Country_Guatemala,Volume M Liters
2027,Food,Other Dried food,-,Country_Guatemala,Volume M Liters
2027,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Liters
2027,Food,Pasta & Noodles,-,Country_Guatemala,Volume M Liters
2027,Food,Prepared Meals,-,Country_Guatemala,Volume M Liters
2027,Food,Savory & Deli Foods,-,Country_Guatemala,Volume M Liters
2027,Food,Savory Snacks,-,Country_Guatemala,Volume M Liters
2027,Food,"Seasonings, Dressings & Sauces",-,Country_Guatemala,Volume M Liters
2027,Food,Soups,-,Country_Guatemala,Volume M Liters
2027,Food,Syrups & Spreads,-,Country_Guatemala,Volume M Liters
2027,Fresh Food,Fruits & Vegetables,-,Country_Guatemala,Volume M Liters
2027,Household Products,Household Products,69.82204313830886,Country_Guatemala,Volume M Liters
2027,Non-Alcoholic Beverages,Hot Drinks,1792.784356568787,Country_Guatemala,Volume M Liters
2027,Non-Alcoholic Beverages,Soft Drinks,4390.169578920999,Country_Guatemala,Volume M Liters
2028,Alcoholic Beverages,Beer & Cider,646.3454209,Country_Guatemala,Volume M Liters
2028,Alcoholic Beverages,Spirits,27.69151287252736,Country_Guatemala,Volume M Liters
2028,Alcoholic Beverages,Wines,3.99935056917248,Country_Guatemala,Volume M Liters
2028,Food,Bakery & Cereals,-,Country_Guatemala,Volume M Liters
2028,Food,Beans & Pulses,-,Country_Guatemala,Volume M Liters
2028,Food,Confectionery,-,Country_Guatemala,Volume M Liters
2028,Food,Dairy & Soy Food,521.5753112563502,Country_Guatemala,Volume M Liters
2028,Food,Fish & Seafood,-,Country_Guatemala,Volume M Liters
2028,Food,Ice Cream,-,Country_Guatemala,Volume M Liters
2028,Food,Meat,-,Country_Guatemala,Volume M Liters
2028,Food,Meat Substitutes,-,Country_Guatemala,Volume M Liters
2028,Food,Oils and Fats,-,Country_Guatemala,Volume M Liters
2028,Food,Other Canned food,-,Country_Guatemala,Volume M Liters
2028,Food,Other Dried food,-,Country_Guatemala,Volume M Liters
2028,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Liters
2028,Food,Pasta & Noodles,-,Country_Guatemala,Volume M Liters
2028,Food,Prepared Meals,-,Country_Guatemala,Volume M Liters
2028,Food,Savory & Deli Foods,-,Country_Guatemala,Volume M Liters
2028,Food,Savory Snacks,-,Country_Guatemala,Volume M Liters
2028,Food,"Seasonings, Dressings & Sauces",-,Country_Guatemala,Volume M Liters
2028,Food,Soups,-,Country_Guatemala,Volume M Liters
2028,Food,Syrups & Spreads,-,Country_Guatemala,Volume M Liters
2028,Fresh Food,Fruits & Vegetables,-,Country_Guatemala,Volume M Liters
2028,Household Products,Household Products,70.386903082604,Country_Guatemala,Volume M Liters
2028,Non-Alcoholic Beverages,Hot Drinks,1828.105202415127,Country_Guatemala,Volume M Liters
2028,Non-Alcoholic Beverages,Soft Drinks,4547.419694786996,Country_Guatemala,Volume M Liters
2024,Alcoholic Beverages,Beer & Cider,-,Country_Guatemala,Volume M Kilograms
2024,Alcoholic Beverages,Spirits,-,Country_Guatemala,Volume M Kilograms
2024,Alcoholic Beverages,Wines,-,Country_Guatemala,Volume M Kilograms
2024,Food,Bakery & Cereals,901.072717695126,Country_Guatemala,Volume M Kilograms
2024,Food,Beans & Pulses,62.6962708377259,Country_Guatemala,Volume M Kilograms
2024,Food,Confectionery,43.11615375039577,Country_Guatemala,Volume M Kilograms
2024,Food,Dairy & Soy Food,540.8401068629619,Country_Guatemala,Volume M Kilograms
2024,Food,Fish & Seafood,10.38371302247522,Country_Guatemala,Volume M Kilograms
2024,Food,Ice Cream,17.83619984486614,Country_Guatemala,Volume M Kilograms
2024,Food,Meat,251.26622614006055,Country_Guatemala,Volume M Kilograms
2024,Food,Meat Substitutes,0.85757458369175,Country_Guatemala,Volume M Kilograms
2024,Food,Oils and Fats,123.95460575323867,Country_Guatemala,Volume M Kilograms
2024,Food,Other Canned food,90.04820943639365,Country_Guatemala,Volume M Kilograms
2024,Food,Other Dried food,-,Country_Guatemala,Volume M Kilograms
2024,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Kilograms
2024,Food,Pasta & Noodles,71.71929076175361,Country_Guatemala,Volume M Kilograms
2024,Food,Prepared Meals,0.41449172456057,Country_Guatemala,Volume M Kilograms
2024,Food,Savory & Deli Foods,77.056991431,Country_Guatemala,Volume M Kilograms
2024,Food,Savory Snacks,41.68102908442837,Country_Guatemala,Volume M Kilograms
2024,Food,"Seasonings, Dressings & Sauces",41.14664903409604,Country_Guatemala,Volume M Kilograms
2024,Food,Soups,6.77714559720651,Country_Guatemala,Volume M Kilograms
2024,Food,Syrups & Spreads,7.09433396981728,Country_Guatemala,Volume M Kilograms
2024,Fresh Food,Fruits & Vegetables,3342.618827360429,Country_Guatemala,Volume M Kilograms
2024,Household Products,Household Products,49.63580563607632,Country_Guatemala,Volume M Kilograms
2024,Non-Alcoholic Beverages,Hot Drinks,32.56904405130063,Country_Guatemala,Volume M Kilograms
2024,Non-Alcoholic Beverages,Soft Drinks,-,Country_Guatemala,Volume M Kilograms
2025,Alcoholic Beverages,Beer & Cider,-,Country_Guatemala,Volume M Kilograms
2025,Alcoholic Beverages,Spirits,-,Country_Guatemala,Volume M Kilograms
2025,Alcoholic Beverages,Wines,-,Country_Guatemala,Volume M Kilograms
2025,Food,Bakery & Cereals,913.4608584262864,Country_Guatemala,Volume M Kilograms
2025,Food,Beans & Pulses,66.21569907416654,Country_Guatemala,Volume M Kilograms
2025,Food,Confectionery,44.4017988528574,Country_Guatemala,Volume M Kilograms
2025,Food,Dairy & Soy Food,541.6369239407433,Country_Guatemala,Volume M Kilograms
2025,Food,Fish & Seafood,10.59059940959866,Country_Guatemala,Volume M Kilograms
2025,Food,Ice Cream,18.24961381398443,Country_Guatemala,Volume M Kilograms
2025,Food,Meat,257.723495220132,Country_Guatemala,Volume M Kilograms
2025,Food,Meat Substitutes,0.86995112046408,Country_Guatemala,Volume M Kilograms
2025,Food,Oils and Fats,128.04562925314667,Country_Guatemala,Volume M Kilograms
2025,Food,Other Canned food,92.06993830621836,Country_Guatemala,Volume M Kilograms
2025,Food,Other Dried food,-,Country_Guatemala,Volume M Kilograms
2025,Food,Other Frozen Foods,-,Country_Guatemala,Volume M Kilograms
2025,Food,Pasta & Noodles,74.48079863142634,Country_Guatemala,Volume M Kilograms
2025,Food,Prepared Meals,0.41917192009515,Country_Guatemala,Volume M Kilograms
2025,Food,Savory & Deli Foods,78.812450886,Country_Guatemala,Volume M Kilograms
2025,Food,Savory Snacks,42.22144016983188,Country_Guatemala,Volume M Kilograms
2025,Food,"Seasonings, Dressings & Sauces",42.28658430854105,Country_Guatemala,Volume M Kilograms
2025,Food,Soups,7.08343735364105,Country_Guatemala,Volume M Kilograms
2025,Food,Syrups & Spreads,7.30419741134866,Country_Guatemala,Volume M Kilograms
2025,Fresh Food,Fruits & Vegetables,3365.2510885905567,Country_Guatemala,Volume M Kilograms
2025,Household Products,Household Products,49.75447431907405,Country_Guatemala,Volume M Kilograms
2025,Non-Alcoholic Beverages,Hot Drinks,33.3637968729564,Country_Guatemala,Volume M Kilograms
2025,Non-Alcoholic Beverages,Soft Drinks,-,Country_Guatemala,Volume M Kilograms
